1h,1d,7d,28d
40521.2393,40504.4864999999,40164.8260999999,40053.427
40158.5944,40645.3350999999,40102.3136,40009.7137
40221.3482999999,40533.0181,39945.4426,40073.5340999999
40048.6906999999,40441.8505,39638.5011,39772.9974
39856.4069999999,40499.6002999999,39678.4288,39488.4015
39893.4721999999,41584.5711999999,39539.5543,39534.1883
39549.7894999999,40301.2967999999,39318.6751999999,39032.4415
39501.487,39363.5826999999,38345.2373,38325.9478
39130.5068,38510.6921,38377.9478,37704.5935
38711.5863,37940.1606,38558.2673999999,37692.7088999999
38608.9870999999,37771.8793,38034.5515,37947.3096999999
38065.4095,37382.2594,38083.0602,37489.4274999999
37920.5786999999,36912.3868,37527.9962999999,36898.0377999999
37647.5403999999,35768.0066999999,37762.4596,36763.8205
37319.748,36137.7471,37364.0607,36778.0158999999
37443.6419,35852.5909,37564.2897,36788.4763
37049.8142999999,36115.3853,37527.0864,36479.7655999999
37109.5454,36206.5575,37013.8205,36454.6518999999
36586.1923,35983.9653,37240.2782999999,36522.3076999999
36316.8735999999,36089.1846,37170.747,36585.3462
36590.5665,37392.3882999999,37784.8344,36905.7195999999
36993.0789,40449.8401,39955.7955999999,39557.485
39745.3124,40562.1008,40198.9884999999,40152.5235
40238.1005,40521.2393,40002.8413999999,39946.998
39935.0006999999,40158.5944,39809.7526999999,39899.8929999999
39773.4584,40221.3482999999,39826.1511,39845.4789999999
39756.843,40048.6906999999,39735.4126,39711.8386
39575.834,39856.4069999999,39579.7281999999,39680.7473
39509.0423999999,39893.4721999999,39346.8488,39453.3565
39486.4872,39549.7894999999,39480.1872999999,39421.7733999999
39554.0095999999,39501.487,39356.6002,39370.3568999999
39589.2511999999,39130.5068,39224.1119,39239.1999999999
39743.3919,38711.5863,38895.8044999999,39050.3862999999
39539.3842,38608.9870999999,38777.4452999999,38927.0155999999
39962.4680999999,38065.4095,38836.8338999999,38414.8315
39719.3652999999,37920.5786999999,38479.0346999999,38224.9637
38830.2542,37647.5403999999,38074.5305,37524.8193
38625.3666999999,37319.748,37622.1949,37232.423
38265.6304999999,37443.6419,37513.7330999999,37291.5314
38186.7997,37049.8142999999,37627.2725999999,37259.8835
37904.644,37109.5454,37976.6907999999,37374.122
37927.875,36586.1923,38007.3095,37376.6532
38125.2569999999,36316.8735999999,37901.8695999999,37317.7629
38327.6894,36590.5665,38149.0451,37999.2952999999
38603.4795999999,36993.0789,38712.7022999999,38578.4994999999
38697.5745,39745.3124,41295.7892999999,40885.7520999999
40942.6446,40238.1005,41477.5069999999,40984.1105
41044.1552999999,39935.0006999999,41273.1413,40922.9496
40907.5953999999,39773.4584,41096.4322,40761.6414
40763.7865999999,39756.843,41053.8882,40727.0052999999
40821.9677,39575.834,40803.3738,40455.5976
40690.2293999999,39509.0423999999,40629.1048,40088.1549
40433.3545,39486.4872,40803.6448,40446.9112
40886.3481,39554.0095999999,41362.2926999999,41049.1670999999
41384.7992,39589.2511999999,39640.0645,39676.3857999999
39775.3643,39743.3919,38228.3738,38332.5581999999
38658.7177999999,39539.3842,37917.0803999999,38071.9314999999
38057.7975,39962.4680999999,37666.8717,37620.7067
37417.1636,39719.3652999999,37560.3986,37338.7831
37226.3023,38830.2542,36700.0138999999,37336.4432999999
36759.4397,38625.3666999999,36724.2051999999,36843.6485
36349.7010999999,38265.6304999999,35280.2543999999,35387.451
35320.1336,38186.7997,36134.9283,35415.6747
35254.0656999999,37904.644,36194.9539999999,35912.9816999999
35133.8565,37927.875,36797.4522,36464.9633
36326.9646999999,38125.2569999999,36527.3298999999,36861.3841
36740.0374999999,38327.6894,37007.7278999999,37120.5653
36895.5959,38603.4795999999,37902.1932,37829.5328999999
37367.8692999999,38697.5745,38378.9475,38294.8263999999
38305.7102,40942.6446,41175.2137999999,41137.0852
41171.8208,41044.1552999999,41181.209,41029.2532999999
41056.0481999999,40907.5953999999,40883.0428,40946.6976999999
41042.5267,40763.7865999999,40833.3822,40885.8718
40930.4257999999,40821.9677,40754.1388,40754.9444999999
40907.5774999999,40690.2293999999,40620.5769999999,40676.6797
40827.2879,40433.3545,40396.2607999999,40607.1005999999
40649.7675,40886.3481,40538.3738999999,40602.1253
40725.7194999999,41384.7992,41066.4853,41548.2091999999
41468.7549999999,39775.3643,39262.2971,39919.8473
39837.0415999999,38658.7177999999,38094.4311999999,38573.6014
38902.3234,38057.7975,38261.7198999999,37965.9251999999
38043.8580999999,37417.1636,37996.5849999999,37955.0849
37970.0657999999,37226.3023,37615.4545999999,37331.5952
37546.01,36759.4397,36416.9009,36704.7842
36551.0737999999,36349.7010999999,36584.4156,36501.7004999999
36353.5647,35320.1336,35074.923,35359.0297999999
35032.3813999999,35254.0656999999,35401.2281,35574.5089
35443.0800999999,35133.8565,35872.7609999999,35578.6489
36056.5397,36326.9646999999,36394.9337999999,36016.1318
36385.8458,36740.0374999999,36618.7464,36587.7084
37324.737,36895.5959,36370.1765999999,36944.4712
37077.8792,37367.8692999999,36772.1022999999,37437.6581999999
37755.6246,38305.7102,37677.5728,38167.4884
38558.2802,41171.8208,40687.2954,41045.2710999999
41283.0737,41056.0481999999,40488.8795,41057.8171
41255.2679999999,41042.5267,40391.0386,40914.7153
41108.6619999999,40930.4257999999,40356.6897,40771.6534
41000.0230999999,40907.5774999999,40296.5293999999,40669.1500999999
40906.4982999999,40827.2879,40274.6076,40561.4432
40799.7597,40649.7675,40303.2033999999,40533.3003
40436.2451999999,40725.7194999999,40325.0619,40743.1362999999
40908.4316,41468.7549999999,41966.9706999999,41000.2243999999
41070.0533999999,39837.0415999999,41604.6786999999,39501.0613
39513.6521999999,38902.3234,41259.1405,38803.1575
38251.2113,38043.8580999999,41093.9233,38426.1434999999
37411.7710999999,37970.0657999999,40992.8012999999,38245.5495999999
37164.309,37546.01,40425.6923,37979.6745999999
36803.3297,36551.0737999999,40040.7534,37372.6327
36131.2104,36353.5647,39621.546,36923.898
36023.6060999999,35032.3813999999,38619.7526,35850.7428
35405.8729,35443.0800999999,37727.5736,36044.6808999999
35925.4435999999,36056.5397,37688.2451,36310.5443999999
35926.4308999999,36385.8458,37545.2212999999,36068.1883
36343.4178,37324.737,37314.0656999999,36642.0861
36858.0996999999,37077.8792,37160.3963999999,36604.7255
36649.368,37755.6246,37555.5895999999,37183.0734999999
37321.3478,38558.2802,38281.3072,37809.4058999999
38253.3724999999,41283.0737,40760.5561,40639.2180999999
41275.313,41255.2679999999,40636.0270999999,40679.5374
41342.1065,41108.6619999999,40572.7058,40467.0729999999
41254.5089,41000.0230999999,40544.3934999999,40363.5423
41227.7836,40906.4982999999,40469.483,40376.1564999999
40964.7755,40799.7597,40504.8099,40226.6356999999
40963.2845,40436.2451999999,40126.1051,40041.2097999999
40894.9784999999,40908.4316,40096.3974999999,40222.4700999999
40833.7992,41070.0533999999,40909.4046999999,40550.2601
41526.0720999999,39513.6521999999,39432.4326,39425.8084
40202.7116,38251.2113,38805.1284999999,38577.7941999999
39069.9962,37411.7710999999,38182.483,37830.8332
38293.7704,37164.309,37599.8574,37774.2877
37838.709,36803.3297,37215.5852999999,37701.9573999999
37465.4812,36131.2104,36837.5728999999,37127.1428
36717.4225999999,36023.6060999999,36567.9017,37443.9734
36308.2445,35405.8729,35418.7649,36350.366
35747.4838,35925.4435999999,35704.2416,36021.3789
36017.8634999999,35926.4308999999,36049.0797,36169.6676999999
36455.5169,36343.4178,36123.9426,36267.6053
36601.0944,36858.0996999999,36675.7433,36817.769
37245.6224,36649.368,36724.2676999999,36874.1474
36830.1812999999,37321.3478,37174.4208999999,37276.5016
37797.9221,38253.3724999999,38177.6799,37996.4041999999
38699.6500999999,41275.313,40945.7626,40564.5769
41256.6803999999,41342.1065,40958.6197,40534.9234
41363.5978,41254.5089,40746.5086999999,40557.2765999999
41350.7372,41227.7836,40504.4864999999,40483.4433999999
41320.3383,40964.7755,40645.3350999999,40446.0213999999
41273.1077,40963.2845,40533.0181,40484.1013
41066.4585,40894.9784999999,40441.8505,40211.5293
40728.2169999999,40833.7992,40499.6002999999,40665.317
40816.961,41526.0720999999,41584.5711999999,40945.5808
41790.9634,40202.7116,40301.2967999999,39961.2709
40246.1357999999,39069.9962,39363.5826999999,38831.5855999999
38659.2650999999,38293.7704,38510.6921,38067.0095
38041.3907,37838.709,37940.1606,37973.2064
37752.4239999999,37465.4812,37771.8793,37744.1762999999
37915.4244,36717.4225999999,37382.2594,37605.9579999999
37401.1417,36308.2445,36912.3868,37355.0841999999
36944.4718999999,35747.4838,35768.0066999999,35818.4035999999
36417.2136,36017.8634999999,36137.7471,35621.6623
36790.1707,36455.5169,35852.5909,35468.8859999999
36981.972,36601.0944,36115.3853,35249.0192
36631.7408,37245.6224,36206.5575,35874.3445999999
36699.1963,36830.1812999999,35983.9653,35843.5628999999
36092.7811,37797.9221,36089.1846,36161.0648
36577.0855,38699.6500999999,37392.3882999999,37250.0213
37669.8409,41256.6803999999,40449.8401,39942.5782
40325.5322,41363.5978,40562.1008,39943.5541
40553.7690999999,41350.7372,40521.2393,39857.309
40913.2871999999,41320.3383,40158.5944,39500.8335999999
40606.1627,41273.1077,40221.3482999999,39673.4239
40490.6727,41066.4585,40048.6906999999,39541.8934
40453.8167,40728.2169999999,39856.4069999999,39400.184
40232.381,40816.961,39893.4721999999,39312.9106
40092.6073,41790.9634,39549.7894999999,39284.4740999999
39830.7128999999,40246.1357999999,39501.487,39045.9070999999
39775.9881,38659.2650999999,39130.5068,38683.3793
39348.1857,38041.3907,38711.5863,37942.6053
38562.4179,37752.4239999999,38608.9870999999,37732.8061999999
38424.6402,37915.4244,38065.4095,37140.6353999999
37716.084,37401.1417,37920.5786999999,37012.4314999999
37618.5248999999,36944.4718999999,37647.5403999999,36319.0291
36770.4807999999,36417.2136,37319.748,36023.4577999999
36658.3799,36790.1707,37443.6419,36228.6301
36659.1474999999,36981.972,37049.8142999999,35980.506
36468.5437,36631.7408,37109.5454,36103.2289999999
36910.6119,36699.1963,36586.1923,36162.2004
36530.4797,36092.7811,36316.8735999999,36004.4288
36229.2589,36577.0855,36590.5665,36175.1146
36483.0466,37669.8409,36993.0789,36967.7186
37129.2635999999,40325.5322,39745.3124,39060.7603
39579.0786999999,40553.7690999999,40238.1005,39579.3488
40069.165,40913.2871999999,39935.0006999999,39256.5101
39847.5484999999,40606.1627,39773.4584,39047.2577
39588.4887999999,40490.6727,39756.843,38955.8963
39662.5656,40453.8167,39575.834,38905.6979999999
39578.7747,40232.381,39509.0423999999,38753.7482
39363.7244999999,40092.6073,39486.4872,38531.6791999999
39283.4685,39830.7128999999,39554.0095999999,38416.5518
39076.2497999999,39775.9881,39589.2511999999,38328.9178
39032.8187,39348.1857,39743.3919,38149.6526999999
38974.6814999999,38562.4179,39539.3842,37917.5288
38672.6226,38424.6402,39962.4680999999,37932.8902
38775.2672,37716.084,39719.3652999999,38382.2010999999
39126.5973999999,37618.5248999999,38830.2542,37753.1938999999
38268.2652,36770.4807999999,38625.3666999999,37367.5835
38223.1943,36658.3799,38265.6304999999,36954.4314999999
38182.4905,36659.1474999999,38186.7997,37264.6166999999
38093.5858999999,36468.5437,37904.644,36680.1716
37346.0351999999,36910.6119,37927.875,36979.4614
37165.5071,36530.4797,38125.2569999999,36795.4412
37355.0484999999,36229.2589,38327.6894,37329.1607
37929.7373,36483.0466,38603.4795999999,37699.9498
37699.1054999999,37129.2635999999,38697.5745,37888.7125999999
38389.3854999999,39579.0786999999,40942.6446,40441.5575
41215.1601999999,40069.165,41044.1552999999,40517.4242999999
41290.9694999999,39847.5484999999,40907.5953999999,40414.2390999999
41214.6963,39588.4887999999,40763.7865999999,40264.3344
40877.0755999999,39662.5656,40821.9677,40275.5924
40897.377,39578.7747,40690.2293999999,40195.552
40765.4345,39363.7244999999,40433.3545,40057.2546999999
40674.2842,39283.4685,40886.3481,40074.0132
41090.3283,39076.2497999999,41384.7992,40831.521
42180.7387999999,39032.8187,39775.3643,38795.7062999999
40077.1198,38974.6814999999,38658.7177999999,37826.6924
38947.4314999999,38672.6226,38057.7975,36870.8666
38619.6342,38775.2672,37417.1636,36997.6808999999
38219.3012,39126.5973999999,37226.3023,36982.6361
38326.2295999999,38268.2652,36759.4397,36689.5487999999
37337.7975999999,38223.1943,36349.7010999999,36592.7200999999
37021.4631,38182.4905,35320.1336,35484.1296999999
35133.1753,38093.5858999999,35254.0656999999,35439.5435999999
35663.2402999999,37346.0351999999,35133.8565,35654.0544999999
35632.7868999999,37165.5071,36326.9646999999,35874.4556
35935.2877,37355.0484999999,36740.0374999999,35728.1895999999
36335.7068,37929.7373,36895.5959,36192.9939999999
36385.7635,37699.1054999999,37367.8692999999,36933.6935999999
37225.4124999999,38389.3854999999,38305.7102,37720.1889
37876.9677999999,41215.1601999999,41171.8208,40574.8285
40866.3396999999,41290.9694999999,41056.0481999999,40362.1871
40614.436,41214.6963,41042.5267,40197.4083
40436.0734999999,40877.0755999999,40930.4257999999,40121.2638999999
40435.2022999999,40897.377,40907.5774999999,40054.1745999999
40460.5702,40765.4345,40827.2879,40043.0023999999
40357.6376,40674.2842,40649.7675,39607.8931
40391.9257999999,41090.3283,40725.7194999999,40006.9692999999
40454.1511,42180.7387999999,41468.7549999999,41110.4842999999
41790.0605999999,40077.1198,39837.0415999999,39185.6627
39899.6532,38947.4314999999,38902.3234,38420.8464
38643.2036999999,38619.6342,38043.8580999999,37535.4205
38499.1961,38219.3012,37970.0657999999,36929.3429
38140.3865999999,38326.2295999999,37546.01,37303.2592
37922.9126,37337.7975999999,36551.0737999999,36227.5403999999
37058.6475999999,37021.4631,36353.5647,36283.4433999999
36418.3675,35133.1753,35032.3813999999,35089.1247
35373.8179999999,35663.2402999999,35443.0800999999,35648.6658
35532.315,35632.7868999999,36056.5397,35633.9026
35798.0841999999,35935.2877,36385.8458,35692.3893
36300.1668999999,36335.7068,37324.737,36028.7983
36741.1263,36385.7635,37077.8792,35882.6206999999
36541.8543999999,37225.4124999999,37755.6246,36548.0526
37187.1607,37876.9677999999,38558.2802,37446.3277
37967.6832999999,40866.3396999999,41283.0737,39957.8540999999
40691.0864,40614.436,41255.2679999999,39971.4329
40716.0881999999,40436.0734999999,41108.6619999999,39945.9818999999
40566.3623,40435.2022999999,41000.0230999999,39582.0469
40395.7474,40460.5702,40906.4982999999,39531.0323999999
40308.5049999999,40357.6376,40799.7597,39381.1348
40282.6255999999,40391.9257999999,40436.2451999999,39375.1714999999
40344.2669,40454.1511,40908.4316,39348.7874
40639.6981999999,41790.0605999999,41070.0533999999,39208.9147
40974.3228999999,39899.6532,39513.6521999999,39073.9242999999
39329.5513999999,38643.2036999999,38251.2113,38878.8963999999
38725.4452,38499.1961,37411.7710999999,38471.3266999999
38083.3859,38140.3865999999,37164.309,38533.6523999999
37966.7482,37922.9126,36803.3297,38342.8885999999
37397.3435,37058.6475999999,36131.2104,37760.4884999999
36525.1532999999,36418.3675,36023.6060999999,37605.1452999999
36445.9927,35373.8179999999,35405.8729,36847.3277
35030.6411999999,35532.315,35925.4435999999,37361.7912
35318.5204,35798.0841999999,35926.4308999999,37535.8691
35620.0587,36300.1668999999,36343.4178,37308.9355999999
35994.8151999999,36741.1263,36858.0996999999,37312.2799
36487.7153,36541.8543999999,36649.368,36914.4784
36369.93,37187.1607,37321.3478,37514.4300999999
36681.6073,37967.6832999999,38253.3724999999,37922.3879
37661.5463,40691.0864,41275.313,40344.6543999999
40847.2275,40716.0881999999,41342.1065,40503.3062999999
40675.5587,40566.3623,41254.5089,40273.82
40603.3471999999,40395.7474,41227.7836,40266.0141
40438.9407999999,40308.5049999999,40964.7755,40211.4839999999
40492.0742,40282.6255999999,40963.2845,40158.2929999999
40634.3496999999,40344.2669,40894.9784999999,39978.7513
40270.1298,40639.6981999999,40833.7992,40024.4859
40494.1106999999,40974.3228999999,41526.0720999999,40656.5379
40479.978,39329.5513999999,40202.7116,38911.8971
39187.9876999999,38725.4452,39069.9962,38003.7408
38179.6996,38083.3859,38293.7704,37881.3185999999
37575.0740999999,37966.7482,37838.709,38210.785
37657.6388999999,37397.3435,37465.4812,37324.9380999999
37084.9982999999,36525.1532999999,36717.4225999999,36587.8275999999
36501.0864,36445.9927,36308.2445,36561.2257
36297.0751,35030.6411999999,35747.4838,35547.7370999999
35089.8847,35318.5204,36017.8634999999,35337.6649
35617.0288999999,35620.0587,36455.5169,35452.1575999999
35973.2877,35994.8151999999,36601.0944,36339.5437
36704.4965,36487.7153,37245.6224,36477.1224
36712.1385999999,36369.93,36830.1812999999,36517.1976
36663.0671999999,36681.6073,37797.9221,36980.2061
37108.4251,37661.5463,38699.6500999999,37837.19
37761.5985,40847.2275,41256.6803999999,40271.9092999999
40509.4268,40675.5587,41363.5978,40237.3911999999
40510.2614,40603.3471999999,41350.7372,40232.5993999999
40536.6267999999,40438.9407999999,41320.3383,40090.8387
40394.1921999999,40492.0742,41273.1077,39945.8323
40274.398,40634.3496999999,41066.4585,40036.9562999999
40313.411,40270.1298,40728.2169999999,39813.7787
40155.3896,40494.1106999999,40816.961,40311.3864
40214.4127,40479.978,41790.9634,41096.091
40364.425,39187.9876999999,40246.1357999999,38935.0132
39074.427,38179.6996,38659.2650999999,39058.1411
38646.0042,37575.0740999999,38041.3907,38324.2661
38370.0034,37657.6388999999,37752.4239999999,38063.8418
37667.1854,37084.9982999999,37915.4244,37936.9743
37534.3033,36501.0864,37401.1417,37543.8347999999
36962.8288,36297.0751,36944.4718999999,36940.9187
36438.1915999999,35089.8847,36417.2136,35929.296
36013.247,35617.0288999999,36790.1707,36029.2994
36155.7191,35973.2877,36981.972,35933.0999999999
35964.8386,36704.4965,36631.7408,36239.5239999999
36313.6227999999,36712.1385999999,36699.1963,36374.6690999999
36512.3367999999,36663.0671999999,36092.7811,35861.8997
35626.1912,37108.4251,36577.0855,36354.2675999999
36136.5808,37761.5985,37669.8409,36919.1293
36833.4913999999,40509.4268,40325.5322,39583.4469
40316.1042,40510.2614,40553.7690999999,39878.5662
40967.5489,40536.6267999999,40913.2871999999,39249.3341
40943.6091,40394.1921999999,40606.1627,38977.7566999999
40782.8429,40274.398,40490.6727,38943.8311
40706.2585,40313.411,40453.8167,38761.3418999999
40765.8044999999,40155.3896,40232.381,38749.8548
40288.7286,40214.4127,40092.6073,38516.8327999999
40197.7379,40364.425,39830.7128999999,38405.5664
39910.8649999999,39074.427,39775.9881,38109.6894
39929.1745999999,38646.0042,39348.1857,37426.5769
39357.9145999999,38370.0034,38562.4179,36947.4499999999
38198.3629999999,37667.1854,38424.6402,36946.5478
38749.7447,37534.3033,37716.084,36925.9838
37772.8759999999,36962.8288,37618.5248999999,36325.411
37707.607,36438.1915999999,36770.4807999999,36130.9524
36579.3537,36013.247,36658.3799,35526.1846
36837.5017999999,36155.7191,36659.1474999999,35612.1989
37001.8998999999,35964.8386,36468.5437,36133.1028
36766.2658,36313.6227999999,36910.6119,36087.8393999999
36838.0340999999,36512.3367999999,36530.4797,35368.6955
36625.1068999999,35626.1912,36229.2589,35713.6203
36285.6252,36136.5808,36483.0466,35748.3459
36674.3714,36833.4913999999,37129.2635999999,36248.8208
37172.3626999999,40316.1042,39579.0786999999,38513.9613
39777.0285999999,40967.5489,40069.165,38936.3254999999
39865.2941999999,40943.6091,39847.5484999999,38862.3946
39635.1992,40782.8429,39588.4887999999,37574.1246
39532.6152,40706.2585,39662.5656,37659.4481999999
39769.01,40765.8044999999,39578.7747,37325.8072
39597.6111,40288.7286,39363.7244999999,37561.7842
39454.9662,40197.7379,39283.4685,37496.9265
39307.7156,39910.8649999999,39076.2497999999,37322.6158
39260.4864,39929.1745999999,39032.8187,37494.0129
39294.8300999999,39357.9145999999,38974.6814999999,37640.6676999999
38810.9498,38198.3629999999,38672.6226,37287.5898999999
38367.0933,38749.7447,38775.2672,37160.5123
38509.69,37772.8759999999,39126.5973999999,37569.6748
38705.6526999999,37707.607,38268.2652,37425.0376
38233.1299999999,36579.3537,38223.1943,36936.1071999999
37986.05,36837.5017999999,38182.4905,36973.4988
37687.2297,37001.8998999999,38093.5858999999,37120.3566999999
37200.317,36766.2658,37346.0351999999,36612.7287
37350.0775999999,36838.0340999999,37165.5071,37046.2555999999
37415.0063999999,36625.1068999999,37355.0484999999,36579.5458999999
37615.8519999999,36285.6252,37929.7373,36591.3672
37439.5956999999,36674.3714,37699.1054999999,36789.2892999999
37384.6668999999,37172.3626999999,38389.3854999999,37589.5651
37824.4873,39777.0285999999,41215.1601999999,40416.8929999999
40491.3792,39865.2941999999,41290.9694999999,40820.7385999999
40796.8286999999,39635.1992,41214.6963,40437.2108999999
40655.6970999999,39532.6152,40877.0755999999,40489.1281999999
40637.3876,39769.01,40897.377,40472.9994
40521.6267,39597.6111,40765.4345,40184.3741999999
40489.9202,39454.9662,40674.2842,40001.1353
40304.1074,39307.7156,41090.3283,40340.9671
40624.8078,39260.4864,42180.7387999999,40489.2765
41189.5976999999,39294.8300999999,40077.1198,38711.3222
39580.8796999999,38810.9498,38947.4314999999,37626.2022999999
38401.0826,38367.0933,38619.6342,37406.4625
37625.8116999999,38509.69,38219.3012,37307.0592
37631.9795,38705.6526999999,38326.2295999999,36636.409
37430.1089999999,38233.1299999999,37337.7975999999,36237.2853
36932.7382,37986.05,37021.4631,35809.728
37013.2364999999,37687.2297,35133.1753,35163.6422
34626.3107,37200.317,35663.2402999999,35708.0455
34790.9024999999,37350.0775999999,35632.7868999999,35867.7116
35676.8971999999,37415.0063999999,35935.2877,36305.4417
36026.4026999999,37615.8519999999,36335.7068,36521.9902999999
36390.637,37439.5956999999,36385.7635,36545.3318999999
36512.3484,37384.6668999999,37225.4124999999,37835.0801999999
37108.6963,37824.4873,37876.9677999999,38186.5890999999
37944.8796,40491.3792,40866.3396999999,41054.5806999999
40813.1705,40796.8286999999,40614.436,40921.1987999999
40619.0895,40655.6970999999,40436.0734999999,40646.8989999999
40450.6979999999,40637.3876,40435.2022999999,40656.3902999999
40470.8176,40521.6267,40460.5702,40704.9962999999
40502.8638999999,40489.9202,40357.6376,40577.3969
40460.2716999999,40304.1074,40391.9257999999,40389.9294999999
40381.6305999999,40624.8078,40454.1511,40559.4680999999
40532.8952999999,41189.5976999999,41790.0605999999,40820.3695999999
40927.7065,39580.8796999999,39899.6532,39514.7664
39436.713,38401.0826,38643.2036999999,37854.9656
38153.5426,37625.8116999999,38499.1961,37646.5206
37986.4306,37631.9795,38140.3865999999,37284.4585999999
37546.9734,37430.1089999999,37922.9126,37626.8384
37640.7091999999,36932.7382,37058.6475999999,36514.6969
36854.5216999999,37013.2364999999,36418.3675,36371.6641
36593.4450999999,34626.3107,35373.8179999999,35828.7643
35635.7972999999,34790.9024999999,35532.315,35266.2436
35920.4695999999,35676.8971999999,35798.0841999999,35840.3602
36228.2143,36026.4026999999,36300.1668999999,36284.8963
36423.5517,36390.637,36741.1263,37112.7624
36802.0175999999,36512.3484,36541.8543999999,36734.6379
36642.4101999999,37108.6963,37187.1607,37393.9846
36638.1549,37944.8796,37967.6832999999,37978.3796999999
37620.2722999999,40813.1705,40691.0864,40828.654
40524.2494,40619.0895,40716.0881999999,40786.5873999999
40519.745,40450.6979999999,40566.3623,40909.7500999999
40421.5291,40470.8176,40395.7474,40932.2327999999
40466.7943,40502.8638999999,40308.5049999999,40812.0878
40339.2802,40460.2716999999,40282.6255999999,40737.7853
40350.9242,40381.6305999999,40344.2669,40468.7796999999
40061.4308999999,40532.8952999999,40639.6981999999,40435.1952999999
40084.2209999999,40927.7065,40974.3228999999,41293.7128999999
40612.1878999999,39436.713,39329.5513999999,39437.3329
39236.4107,38153.5426,38725.4452,38676.1034
38475.1053,37986.4306,38083.3859,38501.9674999999
38243.1335,37546.9734,37966.7482,38530.7552999999
38083.5687,37640.7091999999,37397.3435,38265.5319
37513.8516,36854.5216999999,36525.1532999999,36905.1230999999
37119.1364,36593.4450999999,36445.9927,36316.6647
36638.5386,35635.7972999999,35030.6411999999,35292.4244
35109.3110999999,35920.4695999999,35318.5204,35820.6627
35606.1074,36228.2143,35620.0587,36392.3159999999
35997.3936,36423.5517,35994.8151999999,36339.7840999999
35926.4539999999,36802.0175999999,36487.7153,36491.0449999999
36104.2551,36642.4101999999,36369.93,36650.6748
36278.1088,36638.1549,36681.6073,37294.7001
37128.8171999999,37620.2722999999,37661.5463,38055.7558999999
37572.1169999999,40524.2494,40847.2275,40614.0369999999
40380.8695,40519.745,40675.5587,40691.1517
40392.9899,40421.5291,40603.3471999999,40581.8047
40177.7120999999,40466.7943,40438.9407999999,40644.0899999999
40125.7275999999,40339.2802,40492.0742,40694.1904999999
40125.4774,40350.9242,40634.3496999999,40558.9821
40211.7096999999,40061.4308999999,40270.1298,40428.0157
40024.1884999999,40084.2209999999,40494.1106999999,40712.9671999999
40260.1308999999,40612.1878999999,40479.978,41633.3171
40864.5555,39236.4107,39187.9876999999,39840.1339999999
39344.3343,38475.1053,38179.6996,38768.345
38805.7459,38243.1335,37575.0740999999,38481.6760999999
38322.7591,38083.5687,37657.6388999999,38173.4628
38573.7122999999,37513.8516,37084.9982999999,38181.1996999999
36620.1607,37119.1364,36501.0864,37179.0881999999
35598.9015,36638.5386,36297.0751,36670.5746999999
35075.2603,35109.3110999999,35089.8847,35813.1261
35124.9176999999,35606.1074,35617.0288999999,36141.4283
35314.584,35997.3936,35973.2877,35817.0389999999
35539.8073999999,35926.4539999999,36704.4965,36268.6987
36631.4432,36104.2551,36712.1385999999,36910.2171
36979.7019999999,36278.1088,36663.0671999999,36764.2488999999
36418.248,37128.8171999999,37108.4251,37625.4754
37387.5651,37572.1169999999,37761.5985,38009.3082999999
37893.2416,40380.8695,40509.4268,40967.8372999999
40823.3096,40392.9899,40510.2614,40952.8511999999
40615.1258,40177.7120999999,40536.6267999999,40639.0774
40502.7994,40125.7275999999,40394.1921999999,40655.4273
40426.5469999999,40125.4774,40274.398,40542.0503
40408.5224999999,40211.7096999999,40313.411,40487.6373
40463.2920999999,40024.1884999999,40155.3896,40250.5492999999
40249.3487,40260.1308999999,40214.4127,40583.6449999999
40239.9118,40864.5555,40364.425,41409.0227999999
39085.0942,39344.3343,39074.427,39072.8752
38078.6299,38805.7459,38646.0042,38915.1881999999
36988.9317,38322.7591,38370.0034,38186.2398
36381.1793,38573.7122999999,37667.1854,37976.3539
36165.6952999999,36620.1607,37534.3033,37747.0147999999
35950.1929,35598.9015,36962.8288,36759.7657
35668.0893,35075.2603,36438.1915999999,36728.7212
35171.8485,35124.9176999999,36013.247,35616.288
34717.2992,35314.584,36155.7191,35918.6022
35472.0546,35539.8073999999,35964.8386,36179.3929999999
36221.9743,36631.4432,36313.6227999999,36052.1532
36152.2773,36979.7019999999,36512.3367999999,36239.6696999999
36282.2836,36418.248,35626.1912,36255.5573999999
36378.8831999999,37387.5651,36136.5808,36965.087
36290.9041999999,37893.2416,36833.4913999999,37681.5094
37061.6353999999,40823.3096,40316.1042,40275.5178999999
40278.2606,40615.1258,40967.5489,40338.9331
40358.1146999999,40502.7994,40943.6091,40173.106
40281.8568,40426.5469999999,40782.8429,40164.8260999999
40127.4907,40408.5224999999,40706.2585,40102.3136
40012.8038,40463.2920999999,40765.8044999999,39945.4426
39870.8407,40249.3487,40288.7286,39638.5011
39692.8686,40239.9118,40197.7379,39678.4288
39731.1387,39085.0942,39910.8649999999,39539.5543
39314.2911,38078.6299,39929.1745999999,39318.6751999999
39044.368,36988.9317,39357.9145999999,38345.2373
38493.7465,36381.1793,38198.3629999999,38377.9478
37674.0328,36165.6952999999,38749.7447,38558.2673999999
38228.0213,35950.1929,37772.8759999999,38034.5515
37617.1941,35668.0893,37707.607,38083.0602
37650.9668,35171.8485,36579.3537,37527.9962999999
37284.2174999999,34717.2992,36837.5017999999,37762.4596
